event_title,organisation,date,location,match_nr,fighter1_name,fighter2_name,fighter1_result,fighter2_result,win_method,win_details,round,time
One Championship - Inside the Matrix,One Championship,"Oct 30, 2020","Singapore Indoor Stadium, Singapore",5,Christian Lee,Iuri Lapicus,win,loss,TKO,Punches,1,02:19
One Championship - Warrior's Code,One Championship,"Feb 7, 2020","Istora Senayan, Jakarta, Indonesia",8,Reinier de Ridder,Leandro Ataides,win,loss,Decision,Unanimous,3,5:00
One Championship - Warrior's Code,One Championship,"Feb 7, 2020","Istora Senayan, Jakarta, Indonesia",7,Iuri Lapicus,Marat Gafurov,win,loss,Submission,Rear-Naked Choke,1,01:07
One Championship - Dawn of Valor,One Championship,"Oct 25, 2019","Istora Senayan, Jakarta, Indonesia",11,Kiamrian Abbasov,Zebaztian Kadestam,win,loss,Decision,Unanimous,5,5:00
One Championship - Century - Part 2,One Championship,"Oct 13, 2019","Ryogoku Kokugikan, Tokyo, Japan",8,Shinya Aoki,Honorio Banario,win,loss,Technical Submission,Brabo Choke,1,00:54
One Championship - Century - Part 1,One Championship,"Oct 12, 2019","Ryogoku Kokugikan, Tokyo, Japan",8,Demetrious Johnson,Danny Kingad,win,loss,Decision,Unanimous,3,05:00
One Championship - Dawn of Heroes,One Championship,"Aug 2, 2019","Mall Of Asia Arena, Manila, Philippines",10,Demetrious Johnson,Tatsumitsu Wada,win,loss,Decision,Unanimous,3,05:00
One Championship - Legendary Quest,One Championship,"Jun 15, 2019","Shanghai, China",7,Reinier de Ridder,Gilberto Galvao,win,loss,KO,Knees,2,00:57
One Championship - Enter the Dragon,One Championship,"May 17, 2019","Singapore Indoor Stadium, Kallang, Singapore",10,Christian Lee,Shinya Aoki,win,loss,TKO,Punches,2,0:51
One Championship - Enter the Dragon,One Championship,"May 17, 2019","Singapore Indoor Stadium, Kallang, Singapore",2,Iuri Lapicus,Shannon Wiratchai,win,loss,Submission,Rear-Naked Choke,3,03:10
One Championship - For Honor,One Championship,"May 3, 2019","Istora Senayan, Jakarta, Indonesia",10,Kiamrian Abbasov,Yushin Okami,win,loss,TKO,Punches,2,1:10
One Championship - A New Era,One Championship,"Mar 31, 2019","Ryogoku Kokugikan, Tokyo, Japan",11,Shinya Aoki,Eduard Folayang,win,loss,Technical Submission,Arm-Triangle Choke,1,2:34
One Championship - A New Era,One Championship,"Mar 31, 2019","Ryogoku Kokugikan, Tokyo, Japan",7,Demetrious Johnson,Yuya Wakamatsu,win,loss,Submission,Guillotine Choke,2,02:40
One Championship - A New Era,One Championship,"Mar 31, 2019","Ryogoku Kokugikan, Tokyo, Japan",4,Kairat Akhmetov,Reece McLaren,win,loss,Decision,Unanimous,3,05:00
One Championship - Hero's Ascent,One Championship,"Jan 25, 2019","Mall of Asia Arena, Manila, Philippines",5,Lowen Tynanes,Honorio Banario,win,loss,TKO,Elbows,1,04:46
One Championship - Hero's Ascent,One Championship,"Jan 25, 2019","Mall of Asia Arena, Manila, Philippines",3,Reinier de Ridder,Fan Rong,win,loss,Technical Submission,Brabo Choke,1,01:15
One Championship - Destiny of Champions,One Championship,"Dec 7, 2018","Putra Indoor Stadium, Kuala Lumpur, Malaysia",7,Kiamrian Abbasov,Agilan Thani,win,loss,Submission,Rear-Naked Choke,1,2:35
One Championship - Destiny of Champions,One Championship,"Dec 7, 2018","Putra Indoor Stadium, Kuala Lumpur, Malaysia",5,Vitaly Bigdash,Yuki Niimura,win,loss,Submission,Reverse Triangle Armbar,1,04:24
One Championship - Kingdom of Heroes,One Championship,"Oct 6, 2018","Impact Arena, Bangkok, Thailand",6,Shinya Aoki,Ev Ting,win,loss,Submission,Arm-Triangle Choke,1,0:57
One Championship - Conquest of Heroes,One Championship,"Sep 22, 2018","Jakarta Convention Center, Jakarta, Indonesia",5,Kairat Akhmetov,Haobin Ma,win,loss,Decision,Unanimous,3,05:00
One Championship - Reign of Kings,One Championship,"Jul 27, 2018","Mall of Asia Arena, Pasay, Metro Manila, Philippines",7,Shinya Aoki,Shannon Wiratchai,win,loss,TKO,Elbows,1,02:16
One Championship - Unstoppable Dreams,One Championship,"May 18, 2018","Singapore Indoor Stadium, Kallang, Singapore",6,Shinya Aoki,Rasul Yakhyaev,win,loss,Submission,Triangle Armbar,1,03:15
One Championship - Grit and Glory,One Championship,"May 12, 2018","Jakarta Convention Center, Jakarta, Indonesia",7,Leandro Ataides,Vitaly Bigdash,win,loss,TKO,Punches,3,02:41
One Championship - Visions of Victory,One Championship,"Mar 9, 2018","Axiata Arena, Kuala Lumpur, Malaysia",6,Luis Santos,Kiamrian Abbasov,win,loss,Decision,Unanimous,3,05:00
One Championship - Global Superheroes,One Championship,"Jan 26, 2018","Mall of Asia Arena, Manila, Philippines",10,Geje Eustaquio,Kairat Akhmetov,win,loss,Decision,Unanimous,5,5:00
One Championship - Immortal Pursuit,One Championship,"Nov 24, 2017","Singapore Indoor Stadium, Kallang, Singapore",10,Ben Askren,Shinya Aoki,win,loss,TKO,Punches,1,0:57
One Championship - Total Victory,One Championship,"Sep 16, 2017","Jakarta Convention Center, Jakarta, Indonesia",9,Kairat Akhmetov,Geje Eustaquio,win,loss,Decision,Split,3,5:00
One Championship - Shanghai,One Championship,"Sep 2, 2017","Shanghai Oriental Sports Center, Shanghai, China",9,Ben Askren,Zebaztian Kadestam,win,loss,TKO,Punches,2,4:09
One Championship - Kings and Conquerors,One Championship,"Aug 5, 2017","Cotai Arena, Macau, China",11,Adriano Moraes,Kairat Akhmetov,win,loss,Decision,Unanimous,5,05:00
One Championship - Light of a Nation,One Championship,"Jun 30, 2017","Thuwunna National Indoor Stadium, Yangon, Myanmar",8,Aung La N Sang,Vitaly Bigdash,win,loss,Decision,Unanimous,5,5:00
One Championship - Dynasty of Heroes,One Championship,"May 26, 2017","Singapore Indoor Stadium, Kallang, Singapore",8,Ben Askren,Agilan Thani,win,loss,Submission,Arm-Triangle Choke,1,02:20
One Championship - Throne of Tigers,One Championship,"Feb 10, 2017","Stadium Negara, Kuala Lumpur, Malaysia",6,Movlid Khaybulaev,Herbert Burns,win,loss,Decision,Unanimous,3,05:00
One Championship - Quest for Power,One Championship,"Jan 14, 2017","Jakarta Convention Center, Jakarta, Indonesia",9,Vitaly Bigdash,Aung La N Sang,win,loss,Decision,Unanimous,5,5:00
One Championship - Defending Honor,One Championship,"Nov 11, 2016","Singapore Indoor Stadium, Kallang, Singapore",9,Eduard Folayang,Shinya Aoki,win,loss,TKO,Knees and Punches,3,0:41
One Championship 41 - Global Rivals,One Championship,"Apr 15, 2016","Mall of Asia Arena, Pasay, Manila, Philippines",10,Ben Askren,Nikolay Aleksakhin,win,loss,Decision,Unanimous,5,5:00
One Championship 41 - Global Rivals,One Championship,"Apr 15, 2016","Mall of Asia Arena, Pasay, Manila, Philippines",8,Lowen Tynanes,Koji Ando,win,loss,Decision,Unanimous,3,05:00
One Championship 35 - Kingdom of Khmer,One Championship,"Dec 5, 2015","Koh Pich Theatre, Phnom Penh, Cambodia, Cambodia",10,Lowen Tynanes,Rasul Yakhyaev,win,loss,Submission,Rear-Naked Choke,3,1:43
One Championship 34 - Dynasty of Champions 4,One Championship,"Nov 21, 2015","Olympic Sports Center Gymnasium, Beijing, China, China",7,Kairat Akhmetov,Adriano Moraes,win,loss,Decision,Split,5,05:00
One Championship 32 - Tigers of Asia,One Championship,"Oct 9, 2015","Kuala Lumpur, Malaysia, Malaysia",8,Vitaly Bigdash,Igor Svirid,win,loss,TKO,Knee and Punches,2,00:36
One Championship 27 - Warrior's Quest,One Championship,"May 22, 2015","Singapore Indoor Stadium, Kallang, Singapore, Singapore",10,Shinya Aoki,Koji Ando,win,loss,Decision,Unanimous,5,5:00
One Championship 27 - Warrior's Quest,One Championship,"May 22, 2015","Singapore Indoor Stadium, Kallang, Singapore, Singapore",7,Lowen Tynanes,Kuat Khamitov,win,loss,Decision,Unanimous,3,05:00
One FC 19 - Reign of Champions,One Championship,"Aug 29, 2014","Dubai World Trade Centre, Dubai, United Arab Emirates, United Arab Emirates",9,Shinya Aoki,Kamal Shalorus,win,loss,Submission,Rear-Naked Choke,1,2:15
One FC 19 - Reign of Champions,One Championship,"Aug 29, 2014","Dubai World Trade Centre, Dubai, United Arab Emirates, United Arab Emirates",8,Ben Askren,Nobutatsu Suzuki,win,loss,TKO,Punches,1,01:34
One FC 16 - Honor and Glory,One Championship,"May 30, 2014","Singapore Indoor Stadium, Kallang, Singapore, Singapore",9,Ben Askren,Bakhtiyar Abbasov,win,loss,Submission,Arm-Triangle Choke,1,4:21
One FC 11 - Total Domination,One Championship,"Oct 18, 2013","Singapore Indoor Stadium, Kallang, Singapore, Singapore",9,Shinya Aoki,Cody Stevens,win,loss,Decision,Unanimous,3,05:00
One FC 9 - Rise to Power,One Championship,"May 31, 2013","Mall of Asia Arena, Pasay, National Capital Region, Philippines",2,Lowen Tynanes,Felipe Enomoto,win,loss,TKO,Elbows,1,02:41
One FC 8 - Kings and Champions,One Championship,"Apr 5, 2013","Singapore Indoor Stadium, Kallang, Singapore, Singapore",10,Shinya Aoki,Kotetsu Boku,win,loss,Submission,Rear-Naked Choke,2,2:01
One FC 7 - Return of Warriors,One Championship,"Feb 2, 2013","Putra Indoor Stadium, Bukit Jalil, Kuala Lumpur, Malaysia",8,Lowen Tynanes,Vuyisile Colossa,win,loss,Submission,Rear-Naked Choke,3,04:37
One FC 6 - Rise of Kings,One Championship,"Oct 6, 2012","Singapore Indoor Stadium, Kallang, Singapore, Singapore",9,Shinya Aoki,Arnaud Lepont,win,loss,Technical Submission,Triangle Choke,1,1:25
One FC 2 - Battle of Heroes,One Championship,"Feb 11, 2012","Kelapa Gading Sports Mall, Jakarta, Indonesia, Indonesia",8,Rustam Khabilov,Rodrigo Ribeiro,win,loss,Decision,Unanimous,3,05:00
